"IP Address","DNS Name"
"10.82.1.35","ep-qualys-056.example.internal"
"10.82.1.43","cld-qualys-064.example.internal"
"10.30.11.30","asset-010.corp.local"
"10.82.1.31","cld-qualys-052.example.internal"
"10.82.1.39","net-qualys-060.example.internal"
"10.82.1.44","virt-qualys-065.example.internal"
"10.30.18.46","asset-026.corp.local"
"10.82.1.78","db-qualys-099.example.internal"
"10.82.1.55","cld-qualys-076.example.internal"
"10.30.14.60","asset-040.corp.local"
"10.30.15.52","asset-032.corp.local"
"10.30.17.54","asset-034.corp.local"
"10.82.1.71","db-qualys-092.example.internal"
"10.82.1.59","lnx-qualys-080.example.internal"
"10.82.1.51","virt-qualys-072.example.internal"
"10.30.17.27","asset-007.corp.local"
"10.82.1.33","sec-qualys-054.example.internal"
"10.30.12.22","asset-002.corp.local"
"10.30.11.57","asset-037.corp.local"
"10.82.1.52","net-qualys-073.example.internal"
"10.82.1.76","virt-qualys-097.example.internal"
"10.82.1.72","virt-qualys-093.example.internal"
"10.30.10.47","asset-027.corp.local"
"10.82.1.32","ep-qualys-053.example.internal"
"10.82.1.27","win-qualys-048.example.internal"
"10.82.1.63","net-qualys-084.example.internal"
"10.82.1.62","virt-qualys-083.example.internal"
"10.82.1.77","virt-qualys-098.example.internal"
"10.82.1.46","lnx-qualys-067.example.internal"
"10.82.1.64","net-qualys-085.example.internal"
"10.82.1.42","ep-qualys-063.example.internal"
"10.82.1.57","db-qualys-078.example.internal"
"10.30.14.33","asset-013.corp.local"
"10.30.10.38","asset-018.corp.local"
"10.30.18.55","asset-035.corp.local"
"10.30.16.53","asset-033.corp.local"
"10.30.14.51","asset-031.corp.local"
"10.30.12.49","asset-029.corp.local"
"10.82.1.74","net-qualys-095.example.internal"
"10.82.1.49","virt-qualys-070.example.internal"
"10.82.1.48","cld-qualys-069.example.internal"
"10.82.1.61","net-qualys-082.example.internal"
"10.82.1.79","win-qualys-100.example.internal"
"10.82.1.34","cld-qualys-055.example.internal"
"10.30.11.48","asset-028.corp.local"
"10.82.1.69","lnx-qualys-090.example.internal"
"10.82.1.47","win-qualys-068.example.internal"
"10.82.1.28","net-qualys-049.example.internal"
"10.82.1.22","sec-qualys-043.example.internal"
"10.82.1.40","cld-qualys-061.example.internal"
"10.30.18.28","asset-008.corp.local"
"10.30.10.29","asset-009.corp.local"
"10.82.1.41","virt-qualys-062.example.internal"
"10.30.12.58","asset-038.corp.local"
"10.82.1.26","cld-qualys-047.example.internal"
"10.82.1.68","net-qualys-089.example.internal"
"10.82.1.25","net-qualys-046.example.internal"
"10.30.16.44","asset-024.corp.local"
"10.30.13.59","asset-039.corp.local"
"10.82.1.75","win-qualys-096.example.internal"
"10.82.1.53","cld-qualys-074.example.internal"
"10.30.12.31","asset-011.corp.local"
"10.30.17.36","asset-016.corp.local"
"198.51.22.23","unmanaged-qualys-4.example.net"
"203.0.113.43","contractor-qualys-4.example.net"
"192.0.2.43","lab-qualys-4.external.example"
"10.82.1.35","ep-qualys-056.example.internal"
"10.82.1.43","cld-qualys-064.example.internal"
