"IP Address","DNS Name"
"10.82.1.79","win-qualys-100.example.internal"
"10.82.1.35","ep-qualys-056.example.internal"
"10.30.15.34","asset-014.corp.local"
"10.82.1.59","lnx-qualys-080.example.internal"
"10.82.1.20","cld-qualys-041.example.internal"
"10.82.1.24","virt-qualys-045.example.internal"
"10.82.1.43","cld-qualys-064.example.internal"
"10.82.1.31","cld-qualys-052.example.internal"
"10.82.1.28","net-qualys-049.example.internal"
"10.82.1.66","win-qualys-087.example.internal"
"10.30.17.36","asset-016.corp.local"
"10.30.12.22","asset-002.corp.local"
"10.82.1.48","cld-qualys-069.example.internal"
"10.30.15.43","asset-023.corp.local"
"10.82.1.62","virt-qualys-083.example.internal"
"10.82.1.39","net-qualys-060.example.internal"
"10.82.1.65","win-qualys-086.example.internal"
"10.30.10.38","asset-018.corp.local"
"10.30.18.37","asset-017.corp.local"
"10.30.14.60","asset-040.corp.local"
"10.82.1.44","virt-qualys-065.example.internal"
"10.82.1.23","win-qualys-044.example.internal"
"10.30.10.29","asset-009.corp.local"
"10.82.1.42","ep-qualys-063.example.internal"
"10.30.11.57","asset-037.corp.local"
"10.30.10.56","asset-036.corp.local"
"10.30.14.24","asset-004.corp.local"
"10.30.14.33","asset-013.corp.local"
"10.82.1.50","ep-qualys-071.example.internal"
"10.30.14.42","asset-022.corp.local"
"10.82.1.63","net-qualys-084.example.internal"
"10.82.1.32","ep-qualys-053.example.internal"
"10.30.17.27","asset-007.corp.local"
"10.30.18.46","asset-026.corp.local"
"10.82.1.60","lnx-qualys-081.example.internal"
"10.82.1.49","virt-qualys-070.example.internal"
"10.82.1.30","lnx-qualys-051.example.internal"
"10.30.17.45","asset-025.corp.local"
"10.82.1.72","virt-qualys-093.example.internal"
"10.82.1.21","virt-qualys-042.example.internal"
"10.82.1.70","cld-qualys-091.example.internal"
"10.30.18.28","asset-008.corp.local"
"10.82.1.76","virt-qualys-097.example.internal"
"10.30.15.52","asset-032.corp.local"
"10.82.1.69","lnx-qualys-090.example.internal"
"10.82.1.47","win-qualys-068.example.internal"
"10.82.1.75","win-qualys-096.example.internal"
"10.30.11.21","asset-001.corp.local"
"10.30.12.40","asset-020.corp.local"
"10.30.13.50","asset-030.corp.local"
"10.30.12.58","asset-038.corp.local"
"10.30.13.32","asset-012.corp.local"
"10.82.1.26","cld-qualys-047.example.internal"
"10.30.16.26","asset-006.corp.local"
"10.82.1.34","cld-qualys-055.example.internal"
"10.82.1.38","db-qualys-059.example.internal"
"10.82.1.52","net-qualys-073.example.internal"
"198.51.22.21","unmanaged-qualys-2.example.net"
"203.0.113.41","contractor-qualys-2.example.net"
"192.0.2.41","lab-qualys-2.external.example"
"10.82.1.79","win-qualys-100.example.internal"
"10.82.1.35","ep-qualys-056.example.internal"
