"IP Address","DNS Name"
"10.30.18.46","asset-026.corp.local"
"10.83.1.70","lnx-custom-qualys-091.example.internal"
"10.83.1.57","virt-custom-qualys-078.example.internal"
"10.83.1.24","lnx-custom-qualys-045.example.internal"
"10.30.16.53","asset-033.corp.local"
"10.83.1.60","cld-custom-qualys-081.example.internal"
"10.83.1.41","sec-custom-qualys-062.example.internal"
"10.83.1.59","virt-custom-qualys-080.example.internal"
"10.30.14.60","asset-040.corp.local"
"10.83.1.65","sec-custom-qualys-086.example.internal"
"10.83.1.66","cld-custom-qualys-087.example.internal"
"10.83.1.61","db-custom-qualys-082.example.internal"
"10.83.1.34","db-custom-qualys-055.example.internal"
"10.83.1.51","net-custom-qualys-072.example.internal"
"10.83.1.27","net-custom-qualys-048.example.internal"
"10.30.12.31","asset-011.corp.local"
"10.30.14.51","asset-031.corp.local"
"10.30.14.24","asset-004.corp.local"
"10.83.1.45","lnx-custom-qualys-066.example.internal"
"10.30.11.39","asset-019.corp.local"
"10.30.10.38","asset-018.corp.local"
"10.83.1.55","lnx-custom-qualys-076.example.internal"
"10.83.1.54","virt-custom-qualys-075.example.internal"
"10.83.1.25","net-custom-qualys-046.example.internal"
"10.83.1.74","cld-custom-qualys-095.example.internal"
"10.83.1.64","cld-custom-qualys-085.example.internal"
"10.30.11.48","asset-028.corp.local"
"10.30.18.37","asset-017.corp.local"
"10.30.15.34","asset-014.corp.local"
"10.83.1.75","ep-custom-qualys-096.example.internal"
"10.83.1.62","virt-custom-qualys-083.example.internal"
"10.83.1.29","win-custom-qualys-050.example.internal"
"10.83.1.67","win-custom-qualys-088.example.internal"
"10.83.1.39","win-custom-qualys-060.example.internal"
"10.30.12.40","asset-020.corp.local"
"10.83.1.38","ep-custom-qualys-059.example.internal"
"10.83.1.79","win-custom-qualys-100.example.internal"
"10.83.1.76","virt-custom-qualys-097.example.internal"
"10.83.1.40","virt-custom-qualys-061.example.internal"
"10.30.14.33","asset-013.corp.local"
"10.30.10.47","asset-027.corp.local"
"10.83.1.44","virt-custom-qualys-065.example.internal"
"10.83.1.33","virt-custom-qualys-054.example.internal"
"10.83.1.56","virt-custom-qualys-077.example.internal"
"10.83.1.52","ep-custom-qualys-073.example.internal"
"10.30.11.30","asset-010.corp.local"
"10.30.16.44","asset-024.corp.local"
"10.83.1.20","sec-custom-qualys-041.example.internal"
"10.83.1.49","virt-custom-qualys-070.example.internal"
"10.30.13.41","asset-021.corp.local"
"10.83.1.68","lnx-custom-qualys-089.example.internal"
"10.83.1.77","cld-custom-qualys-098.example.internal"
"10.83.1.53","win-custom-qualys-074.example.internal"
"10.83.1.46","virt-custom-qualys-067.example.internal"
"10.30.11.21","asset-001.corp.local"
"10.30.12.49","asset-029.corp.local"
"10.30.15.43","asset-023.corp.local"
"10.30.11.57","asset-037.corp.local"
"10.30.15.52","asset-032.corp.local"
"10.83.1.31","net-custom-qualys-052.example.internal"
"10.30.13.59","asset-039.corp.local"
"10.83.1.63","win-custom-qualys-084.example.internal"
"10.83.1.78","win-custom-qualys-099.example.internal"
"10.83.1.71","ep-custom-qualys-092.example.internal"
"10.30.16.35","asset-015.corp.local"
"10.83.1.21","win-custom-qualys-042.example.internal"
"10.83.1.35","db-custom-qualys-056.example.internal"
"10.83.1.72","ep-custom-qualys-093.example.internal"
"10.30.18.55","asset-035.corp.local"
"10.83.1.48","virt-custom-qualys-069.example.internal"
"10.30.13.32","asset-012.corp.local"
"10.30.10.29","asset-009.corp.local"
"10.30.17.54","asset-034.corp.local"
"198.51.23.22","unmanaged-custom-qualys-3.example.net"
"203.0.113.52","contractor-custom-qualys-3.example.net"
"192.0.2.52","lab-custom-qualys-3.external.example"
"10.30.18.46","asset-026.corp.local"
"10.83.1.70","lnx-custom-qualys-091.example.internal"
