"IP Address","DNS Name"
"10.83.1.40","virt-custom-qualys-061.example.internal"
"10.83.1.71","ep-custom-qualys-092.example.internal"
"10.30.14.33","asset-013.corp.local"
"10.83.1.52","ep-custom-qualys-073.example.internal"
"10.30.15.52","asset-032.corp.local"
"10.30.13.50","asset-030.corp.local"
"10.30.12.31","asset-011.corp.local"
"10.30.14.24","asset-004.corp.local"
"10.83.1.47","db-custom-qualys-068.example.internal"
"10.83.1.62","virt-custom-qualys-083.example.internal"
"10.83.1.36","ep-custom-qualys-057.example.internal"
"10.30.12.22","asset-002.corp.local"
"10.30.12.58","asset-038.corp.local"
"10.83.1.43","lnx-custom-qualys-064.example.internal"
"10.83.1.37","cld-custom-qualys-058.example.internal"
"10.83.1.79","win-custom-qualys-100.example.internal"
"10.30.12.49","asset-029.corp.local"
"10.83.1.69","virt-custom-qualys-090.example.internal"
"10.30.10.56","asset-036.corp.local"
"10.83.1.51","net-custom-qualys-072.example.internal"
"10.83.1.78","win-custom-qualys-099.example.internal"
"10.30.18.55","asset-035.corp.local"
"10.83.1.31","net-custom-qualys-052.example.internal"
"10.83.1.76","virt-custom-qualys-097.example.internal"
"10.83.1.55","lnx-custom-qualys-076.example.internal"
"10.83.1.23","cld-custom-qualys-044.example.internal"
"10.83.1.64","cld-custom-qualys-085.example.internal"
"10.30.17.27","asset-007.corp.local"
"10.30.16.35","asset-015.corp.local"
"10.83.1.39","win-custom-qualys-060.example.internal"
"10.30.13.59","asset-039.corp.local"
"10.83.1.57","virt-custom-qualys-078.example.internal"
"10.30.13.32","asset-012.corp.local"
"10.30.17.36","asset-016.corp.local"
"10.30.11.39","asset-019.corp.local"
"10.83.1.27","net-custom-qualys-048.example.internal"
"10.30.12.40","asset-020.corp.local"
"10.30.13.23","asset-003.corp.local"
"10.83.1.53","win-custom-qualys-074.example.internal"
"10.30.11.21","asset-001.corp.local"
"10.30.17.54","asset-034.corp.local"
"10.83.1.54","virt-custom-qualys-075.example.internal"
"10.30.14.42","asset-022.corp.local"
"10.30.11.48","asset-028.corp.local"
"10.30.13.41","asset-021.corp.local"
"10.30.15.25","asset-005.corp.local"
"10.83.1.67","win-custom-qualys-088.example.internal"
"10.83.1.48","virt-custom-qualys-069.example.internal"
"198.51.23.20","unmanaged-custom-qualys-1.example.net"
"203.0.113.50","contractor-custom-qualys-1.example.net"
"192.0.2.50","lab-custom-qualys-1.external.example"
"10.83.1.40","virt-custom-qualys-061.example.internal"
"10.83.1.71","ep-custom-qualys-092.example.internal"
