"IP Address","DNS Name"
"10.40.2.42","cs-asset-023.corp.example"
"10.84.1.49","cld-crowdstrike-075.example.internal"
"10.84.1.32","ep-crowdstrike-058.example.internal"
"10.40.1.35","cs-asset-016.corp.example"
"10.84.1.61","lnx-crowdstrike-087.example.internal"
"10.84.1.74","lnx-crowdstrike-100.example.internal"
"10.40.1.34","cs-asset-015.corp.example"
"10.84.1.28","cld-crowdstrike-054.example.internal"
"10.40.1.32","cs-asset-013.corp.example"
"10.84.1.21","sec-crowdstrike-047.example.internal"
"10.40.2.59","cs-asset-040.corp.example"
"10.40.2.43","cs-asset-024.corp.example"
"10.84.1.26","virt-crowdstrike-052.example.internal"
"10.84.1.52","win-crowdstrike-078.example.internal"
"10.84.1.29","win-crowdstrike-055.example.internal"
"10.40.2.57","cs-asset-038.corp.example"
"10.84.1.25","virt-crowdstrike-051.example.internal"
"10.40.1.21","cs-asset-002.corp.example"
"10.84.1.20","win-crowdstrike-046.example.internal"
"10.84.1.22","cld-crowdstrike-048.example.internal"
"10.84.1.55","net-crowdstrike-081.example.internal"
"10.84.1.53","win-crowdstrike-079.example.internal"
"10.84.1.70","lnx-crowdstrike-096.example.internal"
"10.84.1.68","sec-crowdstrike-094.example.internal"
"10.84.1.51","win-crowdstrike-077.example.internal"
"10.84.1.44","db-crowdstrike-070.example.internal"
"10.84.1.56","net-crowdstrike-082.example.internal"
"10.40.2.40","cs-asset-021.corp.example"
"10.40.1.25","cs-asset-006.corp.example"
"10.40.1.20","cs-asset-001.corp.example"
"10.40.2.52","cs-asset-033.corp.example"
"10.84.1.42","net-crowdstrike-068.example.internal"
"10.40.2.41","cs-asset-022.corp.example"
"10.84.1.27","lnx-crowdstrike-053.example.internal"
"10.40.1.33","cs-asset-014.corp.example"
"10.84.1.62","sec-crowdstrike-088.example.internal"
"10.84.1.58","lnx-crowdstrike-084.example.internal"
"10.40.1.26","cs-asset-007.corp.example"
"10.84.1.38","net-crowdstrike-064.example.internal"
"10.84.1.65","win-crowdstrike-091.example.internal"
"10.40.2.48","cs-asset-029.corp.example"
"10.40.1.37","cs-asset-018.corp.example"
"10.40.1.30","cs-asset-011.corp.example"
"10.84.1.60","db-crowdstrike-086.example.internal"
"10.84.1.48","db-crowdstrike-074.example.internal"
"10.40.1.22","cs-asset-003.corp.example"
"10.84.1.50","net-crowdstrike-076.example.internal"
"10.40.1.23","cs-asset-004.corp.example"
"10.84.1.72","ep-crowdstrike-098.example.internal"
"10.40.2.45","cs-asset-026.corp.example"
"10.84.1.24","sec-crowdstrike-050.example.internal"
"10.40.1.28","cs-asset-009.corp.example"
"10.40.2.58","cs-asset-039.corp.example"
"10.84.1.71","virt-crowdstrike-097.example.internal"
"10.40.2.44","cs-asset-025.corp.example"
"10.40.1.29","cs-asset-010.corp.example"
"10.84.1.35","sec-crowdstrike-061.example.internal"
"10.84.1.64","sec-crowdstrike-090.example.internal"
"10.84.1.59","ep-crowdstrike-085.example.internal"
"10.40.2.50","cs-asset-031.corp.example"
"10.40.2.54","cs-asset-035.corp.example"
"10.40.2.53","cs-asset-034.corp.example"
"10.40.3.64","cs-asset-045.corp.example"
"10.40.1.24","cs-asset-005.corp.example"
"10.40.2.47","cs-asset-028.corp.example"
"10.40.3.60","cs-asset-041.corp.example"
"10.84.1.40","win-crowdstrike-066.example.internal"
"10.84.1.63","lnx-crowdstrike-089.example.internal"
"10.84.1.45","db-crowdstrike-071.example.internal"
"10.84.1.37","net-crowdstrike-063.example.internal"
"10.40.1.38","cs-asset-019.corp.example"
"10.84.1.66","cld-crowdstrike-092.example.internal"
"10.40.2.46","cs-asset-027.corp.example"
"10.84.1.57","net-crowdstrike-083.example.internal"
"10.40.1.39","cs-asset-020.corp.example"
"10.84.1.54","win-crowdstrike-080.example.internal"
"10.84.1.33","ep-crowdstrike-059.example.internal"
"10.84.1.39","ep-crowdstrike-065.example.internal"
"10.40.1.36","cs-asset-017.corp.example"
"10.84.1.36","sec-crowdstrike-062.example.internal"
"10.84.1.31","net-crowdstrike-057.example.internal"
"10.84.1.23","sec-crowdstrike-049.example.internal"
"10.40.3.62","cs-asset-043.corp.example"
"10.84.1.43","lnx-crowdstrike-069.example.internal"
"10.40.3.63","cs-asset-044.corp.example"
"10.40.2.51","cs-asset-032.corp.example"
"10.84.1.30","net-crowdstrike-056.example.internal"
"10.84.1.67","cld-crowdstrike-093.example.internal"
"10.84.1.41","cld-crowdstrike-067.example.internal"
"198.51.24.23","unmanaged-crowdstrike-4.example.net"
"203.0.113.63","contractor-crowdstrike-4.example.net"
"192.0.2.63","lab-crowdstrike-4.external.example"
"10.40.2.42","cs-asset-023.corp.example"
"10.84.1.49","cld-crowdstrike-075.example.internal"
