"IP Address","DNS Name"
"10.85.1.35","virt-openshift-056.example.internal"
"10.75.1.34","payments/scheduler-5"
"10.85.1.34","lnx-openshift-055.example.internal"
"10.75.1.18","payments/worker-4"
"10.85.1.23","db-openshift-044.example.internal"
"10.85.1.28","db-openshift-049.example.internal"
"10.85.1.57","virt-openshift-078.example.internal"
"10.85.1.48","ep-openshift-069.example.internal"
"10.85.1.29","win-openshift-050.example.internal"
"10.85.1.47","sec-openshift-068.example.internal"
"10.85.1.60","win-openshift-081.example.internal"
"10.75.1.36","customer-portal/scheduler-2"
"10.75.1.27","identity/web-3"
"10.75.1.14","integration/api-5"
"10.75.1.35","identity/scheduler-1"
"10.75.1.48","shared-services/gateway-4"
"10.75.1.24","shared-services/worker-5"
"10.75.1.32","shared-services/web-3"
"10.75.1.33","edge/web-4"
"10.85.1.74","db-openshift-095.example.internal"
"10.85.1.71","ep-openshift-092.example.internal"
"10.85.1.69","win-openshift-090.example.internal"
"10.75.1.28","customer-portal/web-4"
"10.85.1.68","ep-openshift-089.example.internal"
"10.75.1.46","integration/gateway-2"
"10.85.1.62","virt-openshift-083.example.internal"
"10.85.1.46","net-openshift-067.example.internal"
"10.75.1.15","monitoring/api-1"
"10.85.1.27","sec-openshift-048.example.internal"
"10.85.1.20","sec-openshift-041.example.internal"
"10.85.1.21","net-openshift-042.example.internal"
"10.85.1.54","win-openshift-075.example.internal"
"10.75.1.38","integration/scheduler-4"
"10.75.1.16","shared-services/api-2"
"10.85.1.42","net-openshift-063.example.internal"
"10.75.1.44","customer-portal/gateway-5"
"10.85.1.31","virt-openshift-052.example.internal"
"10.85.1.50","db-openshift-071.example.internal"
"10.85.1.40","win-openshift-061.example.internal"
"10.85.1.75","cld-openshift-096.example.internal"
"10.85.1.39","virt-openshift-060.example.internal"
"10.85.1.56","net-openshift-077.example.internal"
"10.75.1.39","monitoring/scheduler-5"
"10.85.1.65","ep-openshift-086.example.internal"
"10.75.1.29","analytics/web-5"
"10.85.1.24","cld-openshift-045.example.internal"
"10.85.1.55","net-openshift-076.example.internal"
"10.85.1.44","db-openshift-065.example.internal"
"10.85.1.32","ep-openshift-053.example.internal"
"10.75.1.41","edge/scheduler-2"
"10.85.1.61","win-openshift-082.example.internal"
"10.85.1.49","lnx-openshift-070.example.internal"
"10.85.1.66","sec-openshift-087.example.internal"
"10.85.1.73","win-openshift-094.example.internal"
"10.75.1.10","payments/api-1"
"10.75.1.49","edge/gateway-5"
"10.85.1.76","net-openshift-097.example.internal"
"10.75.1.31","monitoring/web-2"
"10.75.1.17","edge/api-3"
"10.85.1.43","db-openshift-064.example.internal"
"10.85.1.78","ep-openshift-099.example.internal"
"10.75.1.19","identity/worker-5"
"10.75.1.13","analytics/api-4"
"10.85.1.53","win-openshift-074.example.internal"
"10.75.1.30","integration/web-1"
"10.85.1.41","cld-openshift-062.example.internal"
"10.75.1.43","identity/gateway-4"
"10.75.1.12","customer-portal/api-3"
"10.85.1.37","db-openshift-058.example.internal"
"10.85.1.38","sec-openshift-059.example.internal"
"10.85.1.63","virt-openshift-084.example.internal"
"10.85.1.64","ep-openshift-085.example.internal"
"10.75.1.25","edge/worker-1"
"10.75.1.22","integration/worker-3"
"10.75.1.45","analytics/gateway-1"
"10.85.1.52","win-openshift-073.example.internal"
"10.85.1.36","db-openshift-057.example.internal"
"10.85.1.79","cld-openshift-100.example.internal"
"10.85.1.77","virt-openshift-098.example.internal"
"10.75.1.42","payments/gateway-3"
"10.85.1.67","sec-openshift-088.example.internal"
"10.85.1.70","sec-openshift-091.example.internal"
"10.75.1.47","monitoring/gateway-3"
"10.85.1.72","virt-openshift-093.example.internal"
"10.75.1.20","customer-portal/worker-1"
"10.75.1.26","payments/web-2"
"10.85.1.59","virt-openshift-080.example.internal"
"198.51.25.23","unmanaged-openshift-4.example.net"
"203.0.113.73","contractor-openshift-4.example.net"
"192.0.2.73","lab-openshift-4.external.example"
"10.85.1.35","virt-openshift-056.example.internal"
"10.75.1.34","payments/scheduler-5"
