"IP Address","DNS Name"
"10.85.1.41","cld-openshift-062.example.internal"
"10.75.1.14","integration/api-5"
"10.75.1.13","analytics/api-4"
"10.85.1.50","db-openshift-071.example.internal"
"10.75.1.42","payments/gateway-3"
"10.85.1.38","sec-openshift-059.example.internal"
"10.85.1.23","db-openshift-044.example.internal"
"10.75.1.36","customer-portal/scheduler-2"
"10.85.1.30","win-openshift-051.example.internal"
"10.75.1.15","monitoring/api-1"
"10.85.1.46","net-openshift-067.example.internal"
"10.75.1.25","edge/worker-1"
"10.75.1.34","payments/scheduler-5"
"10.85.1.78","ep-openshift-099.example.internal"
"10.75.1.49","edge/gateway-5"
"10.85.1.75","cld-openshift-096.example.internal"
"10.85.1.64","ep-openshift-085.example.internal"
"10.85.1.45","sec-openshift-066.example.internal"
"10.85.1.67","sec-openshift-088.example.internal"
"10.75.1.45","analytics/gateway-1"
"10.85.1.60","win-openshift-081.example.internal"
"10.85.1.53","win-openshift-074.example.internal"
"10.75.1.18","payments/worker-4"
"10.75.1.35","identity/scheduler-1"
"10.85.1.28","db-openshift-049.example.internal"
"10.85.1.37","db-openshift-058.example.internal"
"10.75.1.32","shared-services/web-3"
"10.75.1.21","analytics/worker-2"
"10.85.1.21","net-openshift-042.example.internal"
"10.85.1.62","virt-openshift-083.example.internal"
"10.75.1.10","payments/api-1"
"10.75.1.26","payments/web-2"
"10.85.1.49","lnx-openshift-070.example.internal"
"10.75.1.28","customer-portal/web-4"
"10.85.1.43","db-openshift-064.example.internal"
"10.85.1.29","win-openshift-050.example.internal"
"10.75.1.20","customer-portal/worker-1"
"10.85.1.69","win-openshift-090.example.internal"
"10.85.1.65","ep-openshift-086.example.internal"
"10.85.1.33","db-openshift-054.example.internal"
"10.85.1.56","net-openshift-077.example.internal"
"10.75.1.40","shared-services/scheduler-1"
"10.75.1.43","identity/gateway-4"
"10.85.1.25","net-openshift-046.example.internal"
"10.85.1.61","win-openshift-082.example.internal"
"10.85.1.52","win-openshift-073.example.internal"
"10.85.1.74","db-openshift-095.example.internal"
"10.85.1.48","ep-openshift-069.example.internal"
"10.85.1.55","net-openshift-076.example.internal"
"10.75.1.23","monitoring/worker-4"
"10.75.1.31","monitoring/web-2"
"10.75.1.19","identity/worker-5"
"10.75.1.16","shared-services/api-2"
"10.85.1.58","cld-openshift-079.example.internal"
"10.85.1.76","net-openshift-097.example.internal"
"10.85.1.72","virt-openshift-093.example.internal"
"10.75.1.47","monitoring/gateway-3"
"10.85.1.32","ep-openshift-053.example.internal"
"10.85.1.44","db-openshift-065.example.internal"
"10.85.1.27","sec-openshift-048.example.internal"
"10.75.1.24","shared-services/worker-5"
"198.51.25.21","unmanaged-openshift-2.example.net"
"203.0.113.71","contractor-openshift-2.example.net"
"192.0.2.71","lab-openshift-2.external.example"
"10.85.1.41","cld-openshift-062.example.internal"
"10.75.1.14","integration/api-5"
