"IP Address","DNS Name"
"10.20.10.29","asset-009.corp.local"
"10.20.18.55","asset-035.corp.local"
"10.80.1.26","win-tenable-sc-047.example.internal"
"10.20.15.43","asset-023.corp.local"
"10.80.1.37","net-tenable-sc-058.example.internal"
"10.80.1.60","cld-tenable-sc-081.example.internal"
"10.80.1.20","cld-tenable-sc-041.example.internal"
"10.20.12.40","asset-020.corp.local"
"10.80.1.56","virt-tenable-sc-077.example.internal"
"10.80.1.55","db-tenable-sc-076.example.internal"
"10.80.1.57","db-tenable-sc-078.example.internal"
"10.80.1.68","net-tenable-sc-089.example.internal"
"10.20.15.34","asset-014.corp.local"
"10.80.1.51","virt-tenable-sc-072.example.internal"
"10.80.1.65","db-tenable-sc-086.example.internal"
"10.80.1.59","virt-tenable-sc-080.example.internal"
"10.20.12.49","asset-029.corp.local"
"10.20.18.37","asset-017.corp.local"
"10.20.14.33","asset-013.corp.local"
"10.80.1.64","db-tenable-sc-085.example.internal"
"10.80.1.35","sec-tenable-sc-056.example.internal"
"10.80.1.21","db-tenable-sc-042.example.internal"
"10.20.13.23","asset-003.corp.local"
"10.80.1.32","net-tenable-sc-053.example.internal"
"10.80.1.61","sec-tenable-sc-082.example.internal"
"10.20.10.38","asset-018.corp.local"
"10.20.16.26","asset-006.corp.local"
"10.80.1.29","lnx-tenable-sc-050.example.internal"
"10.20.14.51","asset-031.corp.local"
"10.20.18.46","asset-026.corp.local"
"10.80.1.69","ep-tenable-sc-090.example.internal"
"10.80.1.42","lnx-tenable-sc-063.example.internal"
"10.80.1.27","ep-tenable-sc-048.example.internal"
"10.80.1.34","win-tenable-sc-055.example.internal"
"10.20.11.57","asset-037.corp.local"
"10.80.1.53","db-tenable-sc-074.example.internal"
"10.80.1.39","win-tenable-sc-060.example.internal"
"10.80.1.43","win-tenable-sc-064.example.internal"
"10.80.1.36","net-tenable-sc-057.example.internal"
"10.80.1.25","ep-tenable-sc-046.example.internal"
"10.80.1.72","sec-tenable-sc-093.example.internal"
"10.80.1.77","db-tenable-sc-098.example.internal"
"10.20.11.30","asset-010.corp.local"
"10.20.13.59","asset-039.corp.local"
"10.80.1.46","sec-tenable-sc-067.example.internal"
"10.80.1.28","cld-tenable-sc-049.example.internal"
"10.20.13.50","asset-030.corp.local"
"10.20.14.60","asset-040.corp.local"
"10.80.1.73","lnx-tenable-sc-094.example.internal"
"10.80.1.41","virt-tenable-sc-062.example.internal"
"10.20.14.42","asset-022.corp.local"
"10.80.1.67","net-tenable-sc-088.example.internal"
"10.20.13.32","asset-012.corp.local"
"10.20.16.53","asset-033.corp.local"
"10.20.17.54","asset-034.corp.local"
"10.80.1.22","win-tenable-sc-043.example.internal"
"10.20.12.22","asset-002.corp.local"
"10.20.16.44","asset-024.corp.local"
"10.80.1.47","sec-tenable-sc-068.example.internal"
"10.20.10.56","asset-036.corp.local"
"10.80.1.70","sec-tenable-sc-091.example.internal"
"10.80.1.45","ep-tenable-sc-066.example.internal"
"10.80.1.74","win-tenable-sc-095.example.internal"
"10.20.12.58","asset-038.corp.local"
"198.51.20.21","unmanaged-tenable-sc-2.example.net"
"203.0.113.21","contractor-tenable-sc-2.example.net"
"192.0.2.21","lab-tenable-sc-2.external.example"
"10.20.10.29","asset-009.corp.local"
"10.20.18.55","asset-035.corp.local"
