"IP Address","DNS Name"
"10.80.1.44","net-tenable-sc-065.example.internal"
"10.20.18.37","asset-017.corp.local"
"10.80.1.31","ep-tenable-sc-052.example.internal"
"10.80.1.24","cld-tenable-sc-045.example.internal"
"10.20.12.49","asset-029.corp.local"
"10.20.16.44","asset-024.corp.local"
"10.80.1.78","net-tenable-sc-099.example.internal"
"10.20.14.60","asset-040.corp.local"
"10.80.1.59","virt-tenable-sc-080.example.internal"
"10.80.1.67","net-tenable-sc-088.example.internal"
"10.80.1.34","win-tenable-sc-055.example.internal"
"10.20.12.40","asset-020.corp.local"
"10.20.13.59","asset-039.corp.local"
"10.20.18.46","asset-026.corp.local"
"10.80.1.58","sec-tenable-sc-079.example.internal"
"10.20.17.27","asset-007.corp.local"
"10.80.1.53","db-tenable-sc-074.example.internal"
"10.20.14.51","asset-031.corp.local"
"10.20.17.36","asset-016.corp.local"
"10.80.1.54","ep-tenable-sc-075.example.internal"
"10.80.1.35","sec-tenable-sc-056.example.internal"
"10.80.1.32","net-tenable-sc-053.example.internal"
"10.80.1.70","sec-tenable-sc-091.example.internal"
"10.20.13.41","asset-021.corp.local"
"10.80.1.25","ep-tenable-sc-046.example.internal"
"10.80.1.45","ep-tenable-sc-066.example.internal"
"10.80.1.57","db-tenable-sc-078.example.internal"
"10.80.1.56","virt-tenable-sc-077.example.internal"
"10.80.1.61","sec-tenable-sc-082.example.internal"
"10.80.1.43","win-tenable-sc-064.example.internal"
"10.80.1.79","win-tenable-sc-100.example.internal"
"10.20.15.52","asset-032.corp.local"
"10.20.16.35","asset-015.corp.local"
"10.20.17.45","asset-025.corp.local"
"10.80.1.52","sec-tenable-sc-073.example.internal"
"10.80.1.60","cld-tenable-sc-081.example.internal"
"10.20.17.54","asset-034.corp.local"
"10.20.11.30","asset-010.corp.local"
"10.20.11.39","asset-019.corp.local"
"10.80.1.74","win-tenable-sc-095.example.internal"
"10.20.10.56","asset-036.corp.local"
"10.20.10.47","asset-027.corp.local"
"10.80.1.50","db-tenable-sc-071.example.internal"
"10.20.14.33","asset-013.corp.local"
"10.20.10.29","asset-009.corp.local"
"10.20.12.58","asset-038.corp.local"
"10.20.13.50","asset-030.corp.local"
"10.80.1.62","net-tenable-sc-083.example.internal"
"10.20.13.32","asset-012.corp.local"
"10.80.1.77","db-tenable-sc-098.example.internal"
"10.80.1.22","win-tenable-sc-043.example.internal"
"10.20.10.38","asset-018.corp.local"
"10.20.14.24","asset-004.corp.local"
"10.80.1.63","db-tenable-sc-084.example.internal"
"10.80.1.27","ep-tenable-sc-048.example.internal"
"10.20.18.28","asset-008.corp.local"
"10.80.1.33","lnx-tenable-sc-054.example.internal"
"10.80.1.20","cld-tenable-sc-041.example.internal"
"10.80.1.40","virt-tenable-sc-061.example.internal"
"10.80.1.42","lnx-tenable-sc-063.example.internal"
"10.80.1.66","cld-tenable-sc-087.example.internal"
"10.80.1.37","net-tenable-sc-058.example.internal"
"10.80.1.64","db-tenable-sc-085.example.internal"
"10.20.15.43","asset-023.corp.local"
"10.80.1.65","db-tenable-sc-086.example.internal"
"10.20.11.48","asset-028.corp.local"
"10.80.1.29","lnx-tenable-sc-050.example.internal"
"10.80.1.55","db-tenable-sc-076.example.internal"
"10.80.1.36","net-tenable-sc-057.example.internal"
"10.80.1.68","net-tenable-sc-089.example.internal"
"10.80.1.69","ep-tenable-sc-090.example.internal"
"10.80.1.48","lnx-tenable-sc-069.example.internal"
"10.80.1.26","win-tenable-sc-047.example.internal"
"10.20.16.26","asset-006.corp.local"
"10.80.1.49","lnx-tenable-sc-070.example.internal"
"10.20.11.57","asset-037.corp.local"
"10.20.15.34","asset-014.corp.local"
"10.80.1.23","cld-tenable-sc-044.example.internal"
"10.80.1.30","net-tenable-sc-051.example.internal"
"10.20.12.31","asset-011.corp.local"
"10.20.11.21","asset-001.corp.local"
"10.80.1.41","virt-tenable-sc-062.example.internal"
"10.80.1.71","net-tenable-sc-092.example.internal"
"10.80.1.39","win-tenable-sc-060.example.internal"
"198.51.20.23","unmanaged-tenable-sc-4.example.net"
"203.0.113.23","contractor-tenable-sc-4.example.net"
"192.0.2.23","lab-tenable-sc-4.external.example"
"10.80.1.44","net-tenable-sc-065.example.internal"
"10.20.18.37","asset-017.corp.local"
