"IP Address","DNS Name"
"10.80.1.65","db-tenable-sc-086.example.internal"
"10.80.1.36","net-tenable-sc-057.example.internal"
"10.20.14.33","asset-013.corp.local"
"10.20.16.53","asset-033.corp.local"
"10.80.1.75","sec-tenable-sc-096.example.internal"
"10.80.1.23","cld-tenable-sc-044.example.internal"
"10.20.13.50","asset-030.corp.local"
"10.80.1.73","lnx-tenable-sc-094.example.internal"
"10.80.1.60","cld-tenable-sc-081.example.internal"
"10.80.1.20","cld-tenable-sc-041.example.internal"
"10.80.1.26","win-tenable-sc-047.example.internal"
"10.20.13.23","asset-003.corp.local"
"10.20.15.43","asset-023.corp.local"
"10.80.1.74","win-tenable-sc-095.example.internal"
"10.80.1.57","db-tenable-sc-078.example.internal"
"10.80.1.62","net-tenable-sc-083.example.internal"
"10.20.13.59","asset-039.corp.local"
"10.20.11.39","asset-019.corp.local"
"10.20.12.58","asset-038.corp.local"
"10.80.1.35","sec-tenable-sc-056.example.internal"
"10.80.1.46","sec-tenable-sc-067.example.internal"
"10.20.15.52","asset-032.corp.local"
"10.80.1.24","cld-tenable-sc-045.example.internal"
"10.80.1.49","lnx-tenable-sc-070.example.internal"
"10.80.1.58","sec-tenable-sc-079.example.internal"
"10.80.1.39","win-tenable-sc-060.example.internal"
"10.80.1.27","ep-tenable-sc-048.example.internal"
"10.20.15.34","asset-014.corp.local"
"10.80.1.56","virt-tenable-sc-077.example.internal"
"10.20.11.30","asset-010.corp.local"
"10.80.1.31","ep-tenable-sc-052.example.internal"
"10.80.1.38","db-tenable-sc-059.example.internal"
"10.20.17.36","asset-016.corp.local"
"10.80.1.48","lnx-tenable-sc-069.example.internal"
"10.80.1.51","virt-tenable-sc-072.example.internal"
"10.80.1.37","net-tenable-sc-058.example.internal"
"10.20.11.57","asset-037.corp.local"
"10.80.1.54","ep-tenable-sc-075.example.internal"
"10.80.1.40","virt-tenable-sc-061.example.internal"
"10.20.10.56","asset-036.corp.local"
"10.80.1.67","net-tenable-sc-088.example.internal"
"10.20.16.35","asset-015.corp.local"
"10.80.1.72","sec-tenable-sc-093.example.internal"
"10.80.1.79","win-tenable-sc-100.example.internal"
"10.80.1.66","cld-tenable-sc-087.example.internal"
"10.80.1.71","net-tenable-sc-092.example.internal"
"10.80.1.76","cld-tenable-sc-097.example.internal"
"10.20.18.28","asset-008.corp.local"
"10.80.1.42","lnx-tenable-sc-063.example.internal"
"10.20.18.55","asset-035.corp.local"
"10.20.12.22","asset-002.corp.local"
"10.20.18.46","asset-026.corp.local"
"10.80.1.43","win-tenable-sc-064.example.internal"
"10.20.11.48","asset-028.corp.local"
"10.80.1.44","net-tenable-sc-065.example.internal"
"198.51.20.20","unmanaged-tenable-sc-1.example.net"
"203.0.113.20","contractor-tenable-sc-1.example.net"
"192.0.2.20","lab-tenable-sc-1.external.example"
"10.80.1.65","db-tenable-sc-086.example.internal"
"10.80.1.36","net-tenable-sc-057.example.internal"
